店名,網址,星級,評論,回復,地址
盡心亭Heart&soul - 人氣拉麵 好評 推薦 叉燒飯 平價料理 高CP值 日式料理 日式拉麵 豚骨拉麵 巷弄美食 必吃美食,https://www.google.com.tw/maps/place/%E7%9B%A1%E5%BF%83%E4%BA%ADHeart%26soul+-+%E4%BA%BA%E6%B0%A3%E6%8B%89%E9%BA%B5+%E5%A5%BD%E8%A9%95+%E6%8E%A8%E8%96%A6+%E5%8F%89%E7%87%92%E9%A3%AF+%E5%B9%B3%E5%83%B9%E6%96%99%E7%90%86+%E9%AB%98CP%E5%80%BC+%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86+%E6%97%A5%E5%BC%8F%E6%8B%89%E9%BA%B5+%E8%B1%9A%E9%AA%A8%E6%8B%89%E9%BA%B5+%E5%B7%B7%E5%BC%84%E7%BE%8E%E9%A3%9F+%E5%BF%85%E5%90%83%E7%BE%8E%E9%A3%9F/data=!4m5!3m4!1s0x34693d65a3ff326f:0x34cbfd687cee0c14!8m2!3d24.1540469!4d120.6807881?authuser=0&hl=zh-TW&rclk=1,4.4,694,"['口味不錯，但湯頭喝到後面有點鹹，叉燒及麵條都好吃，店員親切，廁所乾淨。', '小碗的份量少，建議點大碗沒差多少錢。燒肉飯的燒肉跟想像不一樣，配菜少了點', '盡心亭空間雖然不算大，但服務人員親切用心，自取小菜豆芽菜口感脆辣不錯吃耶。']",404台中市北區五常街60號
香蕉新樂園,https://www.google.com.tw/maps/place/%E9%A6%99%E8%95%89%E6%96%B0%E6%A8%82%E5%9C%92/data=!4m5!3m4!1s0x34693d5e0ecac68b:0x4021b792d40a78b9!8m2!3d24.1561695!4d120.689974?authuser=0&hl=zh-TW&rclk=1,4.1,2617,"['裝潢與餐點都十分古早味，推薦青龍炒牛肉、梅干菜爌肉、豆沙炸芋棗！', '三五好友餐聚的好地方，菜色選擇多，現場還有駐唱，懷舊氣氛超棒的~', '很有特色的餐館，食物份量也多，港式點心滿好吃的，來台中可以來試試']",404台中市北區雙十路二段111之1號
平禄寿司,https://www.google.com.tw/maps/place/%E5%B9%B3%E7%A6%84%E5%AF%BF%E5%8F%B8/data=!4m5!3m4!1s0x34693d155e23a5c3:0xa9e95e310e9e1dc3!8m2!3d24.1533621!4d120.6821818?authuser=0&hl=zh-TW&rclk=1,4.3,3596,"['食物新鮮，價格不貴，服務好，現場還有兒童汽球造型桌邊活動，互動有趣，小孩很喜歡', '我點錯不會看訂單紀錄嗎？炸蝦炸雞拉麵泡在湯裡面皮變超軟超噁、鴨胸超級柴', '日式連鎖迴轉壽司菜色豐富場地大，缺點人太多吵雜聲像菜市場無法享受美味。']",404台中市北區五權路409號
三鮮湯包,https://www.google.com.tw/maps/place/%E4%B8%89%E9%AE%AE%E6%B9%AF%E5%8C%85/data=!4m5!3m4!1s0x34693d7bef89f4e3:0xe3c91653933919ce!8m2!3d24.1590605!4d120.6725237?authuser=0&hl=zh-TW&rclk=1,4.4,1075,"['湯品的部分有玉米濃湯跟酸辣湯，個人推薦玉米濃湯，料很多（火腿跟玉米）也蠻大碗的。', '鮮肉湯包，內餡肉末綿密鮮甜；酸辣湯獨有特色，口味清爽，食材一目了然。', '用，建議可以先電話訂餐再自取，店家沒有幫客人外送喔！']",404台中市北區健行路753號
斗六鄧肉圓甜不辣台中店,https://www.google.com.tw/maps/place/%E6%96%97%E5%85%AD%E9%84%A7%E8%82%89%E5%9C%93%E7%94%9C%E4%B8%8D%E8%BE%A3%E5%8F%B0%E4%B8%AD%E5%BA%97/data=!4m5!3m4!1s0x34693d5e2013dc99:0x84fa63fee73e42a4!8m2!3d24.1565713!4d120.6880494?authuser=0&hl=zh-TW&rclk=1,4.7,1331,"['貼心的老闆娘，會看點餐是小朋友要吃的主動貼心詢問，要不要加蒜泥，準備兒童碗', '肉圓皮Q內餡入味，其他產品也不錯，老闆親切有禮，雖店面不大，用餐體驗還不錯~', '甜不辣吃完加湯更美味！服務人員親切！炎炎夏日還有冷氣和電視，用餐環境不錯喔！']",404台中市北區三民路三段283號
樂丘廚房 一中店,https://www.google.com.tw/maps/place/%E6%A8%82%E4%B8%98%E5%BB%9A%E6%88%BF+%E4%B8%80%E4%B8%AD%E5%BA%97/data=!4m5!3m4!1s0x34693d68ed4dc0d9:0x44af1828ed293d7f!8m2!3d24.1493425!4d120.6852026?authuser=0&hl=zh-TW&rclk=1,4.7,6835,"['餐廳風格很適合拍照甜點推舒芙蕾草莓聖誕樹口味跟蜜糖鬆餅冰淇淋蜜糖蘋果塔', '兩顆星，一顆給門口那位辛苦安排座位及解說餐點的服務人員，一顆給龍蝦蛤蜊麵和湯品。', '第一次來點雙人餐 鴨肝牛排松露燉飯好吃😋 環境好用餐心情也好']",404台中市北區一中街96號2樓之2
Emma's Cafe,https://www.google.com.tw/maps/place/Emma's+Cafe/data=!4m5!3m4!1s0x34693d63b41f4383:0xa697830194f7e71e!8m2!3d24.1600238!4d120.6815244?authuser=0&hl=zh-TW&rclk=1,4.3,1192,"['裡面鬆軟的麵包 附餐飲料暢飲 老美檸檬水、水果紅茶、決明子茶 推唷～', '還不錯吃但焗烤麵吃到後面有點油膩，海鮮義大利麵的食材不錯但份量有點少～', '松露菲力起司漢堡超好吃！店內寬敞，電視很多台適合看球賽']",404台中市北區學士路196巷9號
求求辣年糕,https://www.google.com.tw/maps/place/%E6%B1%82%E6%B1%82%E8%BE%A3%E5%B9%B4%E7%B3%95/data=!4m5!3m4!1s0x3442a97331110df3:0xf48f01a51f3ca158!8m2!3d24.1503281!4d120.6847821?authuser=0&hl=zh-TW&rclk=1,4.3,826,"['上菜快 份量適中 服務十分好 炸雞味道口感很好 ！！年糕鍋料夠多 ！魚板超好吃！', '雙人套餐物美價廉 從頭好吃到尾 炸物好吃 起司辣年糕好吃 泡菜炒飯好吃', '雖然店面有點小但是辣炒年糕很好吃拉麵也不錯老闆是韓國人整體都還不錯非常推薦']",404台中市北區三民路三段126巷4號
森沐MSM(原早安森沐）,https://www.google.com.tw/maps/place/%E6%A3%AE%E6%B2%90MSM(%E5%8E%9F%E6%97%A9%E5%AE%89%E6%A3%AE%E6%B2%90%EF%BC%89/data=!4m5!3m4!1s0x34693d7b9f053d9f:0x3049848d93913b20!8m2!3d24.1600799!4d120.689216?authuser=0&hl=zh-TW&rclk=1,4.6,720,"['主廚推薦早餐今日是鴨胸和德式香腸，鴨胸搭配梅子醬，酸甜滋味好可口！', '，菜單豐富多元。樓中樓設計充滿空間視覺感，餐點好吃又好拍免服務費，有提供WIFI', '，都感受的到內場人員以及廚師的用心，這間早午餐餐廳我認為是值得收藏的口袋名單']",404台中市北區益華街79號
麵屋田宗,https://www.google.com.tw/maps/place/%E9%BA%B5%E5%B1%8B%E7%94%B0%E5%AE%97/data=!4m5!3m4!1s0x34693d61fea7e607:0x836ac2763162ca5a!8m2!3d24.1622937!4d120.6835819?authuser=0&hl=zh-TW&rclk=1,4.6,747,"['豚骨拉麵非常的好吃，麵條湯頭叉燒可以嚐出老闆的用心 去台中必吃的口袋名單', '沾麵蠻有誠意的，有叉燒肉跟雞胸肉，蔥花蔥白分開放讓客人自行調整口味。', '好吃 比起幾間日本來的拉麵店 這可以感受到老闆的用心跟食物細膩度']",404台中市北區大義街137號
小麥所,https://www.google.com.tw/maps/place/%E5%B0%8F%E9%BA%A5%E6%89%80/data=!4m5!3m4!1s0x34693d77fb04bdfb:0xdb5f854a93c8029e!8m2!3d24.1550502!4d120.6667244?authuser=0&hl=zh-TW&rclk=1,4.5,1658,"['酒蒸蛤蜊超讚的! 牛排魚卵井飯很實料! 滿滿魚卵河流…', '食材新鮮，料理美味，推炙燒明太子奶油烏龍麵，炸物烤物很配啤酒', '石狩鍋，有鮭魚和雞肉，湯頭不錯的，酒類選擇眾多，是和朋友聚會好地方']",404台中市北區博館東街31號
尊品原汁牛肉麵,https://www.google.com.tw/maps/place/%E5%B0%8A%E5%93%81%E5%8E%9F%E6%B1%81%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m5!3m4!1s0x34691621c7550eff:0xed6d673f986a9641!8m2!3d24.175889!4d120.6442309?authuser=0&hl=zh-TW&rclk=1,4.2,1126,"['牛肉湯頭很清爽，麵條有口感，小菜份量多，蜜茶也很不錯，真的cp值高。', 'CP值太高 牛肉麵湯頭很棒 細麵稍微軟爛點 滷肉飯有油豆腐與滷蛋 超棒', '麵食大碗份量足夠，還有蜂蜜檸檬水可以喝，辣油香而不太辣，好吃']",407台中市西屯區文華路5巷30號
2派克脆皮雞排 台中逢甲店,https://www.google.com.tw/maps/place/2%E6%B4%BE%E5%85%8B%E8%84%86%E7%9A%AE%E9%9B%9E%E6%8E%92+%E5%8F%B0%E4%B8%AD%E9%80%A2%E7%94%B2%E5%BA%97/data=!4m5!3m4!1s0x3469162237dde3d5:0xf53db41ee7bcf52f!8m2!3d24.175282!4d120.6449661?authuser=0&hl=zh-TW&rclk=1,4.3,538,"['老闆服務品質好，食材新鮮，雞排大片 。炸物好吃', '我和男友品嚐覺得應該是醃肉的醬汁部分酸掉了，其他像是蝦餅甜不辣是沒問題的。', '老闆與老闆娘的服務親切， 出餐速度快，值得推薦。']",407台中市西屯區文華路6號之2
可口牛肉麵,https://www.google.com.tw/maps/place/%E5%8F%AF%E5%8F%A3%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m5!3m4!1s0x34693d91a21602d1:0x2b50d0b211069d04!8m2!3d24.1569754!4d120.6504452?authuser=0&hl=zh-TW&rclk=1,4.3,742,"['紅燒&清燉牛肉麵的牛肉，肉質軟嫩，但湯頭略顯一般，小菜份量也不多', '點了炸醬麵整個拌勻好吃，單吃炸醬真的很鹹😅飯後得多喝好幾杯水', '店家自製辣牛油好吃 湯頭有點太鹹，是排隊人潮眾多的名店']",407台中市西屯區大墩路911號大墩18街口
愛食鍋麻辣鴛鴦-台中西屯店,https://www.google.com.tw/maps/place/%E6%84%9B%E9%A3%9F%E9%8D%8B%E9%BA%BB%E8%BE%A3%E9%B4%9B%E9%B4%A6-%E5%8F%B0%E4%B8%AD%E8%A5%BF%E5%B1%AF%E5%BA%97/data=!4m5!3m4!1s0x34693d947c581767:0x593ee436dfb1a7ff!8m2!3d24.1585137!4d120.6543179?authuser=0&hl=zh-TW&rclk=1,4.6,879,"['麻辣鍋好吃，肉多實在，海鮮新鮮，冰淇淋超好吃，環境乾淨，店員服務態度佳👍👍👍。', 'CP值高，用餐環境乾淨，服務很好，牛肉、蛤蜊好吃，牛奶、麻辣鍋底讚！', '老闆娘超親切！餐點超好吃 香濃芋頭牛奶鍋湯頭也超讚！']",40758台中市西屯區大墩二十街57號
湯師父美味鍋24H（台中西屯）,https://www.google.com.tw/maps/place/%E6%B9%AF%E5%B8%AB%E7%88%B6%E7%BE%8E%E5%91%B3%E9%8D%8B24H%EF%BC%88%E5%8F%B0%E4%B8%AD%E8%A5%BF%E5%B1%AF%EF%BC%89/data=!4m5!3m4!1s0x346916191b0de1bb:0xba4f7d9673e58a6d!8m2!3d24.1796709!4d120.6394647?authuser=0&hl=zh-TW&rclk=1,4.1,1244,"['雞絲麵、鍋燒麵、王子麵、爆米花、咖啡、冰淇淋，無限量供應。', '使用巷弄，肉選牛肉，料不多且大部份是火鍋料，湯還ok，飯及飲料和調味料自行取用', '香港雞湯鍋超讚～朋友點麻辣鍋，也吃的很喜歡～宵夜能吃到，很享受～']",407台中市西屯區西屯路二段313號
入口鬆餅 Pancake Zookoo,https://www.google.com.tw/maps/place/%E5%85%A5%E5%8F%A3%E9%AC%86%E9%A4%85+Pancake+Zookoo/data=!4m5!3m4!1s0x3469162b5ca2f963:0x9570541af38c2bc9!8m2!3d24.171485!4d120.664891?authuser=0&hl=zh-TW&rclk=1,4.1,1244,"['台中早午餐店中，少有的鬆餅套餐，尤其有英式炸魚鬆餅餐，性價比高，超推薦！', '舒芙雷式鬆餅軟綿綿的好吃 雞肉肉質沒有雞腿肉的彈性 店員服務態度不錯~', '鬆餅品質不一，點了原味跟巧克力森林野莓，加了醬和擺盤後稍貴一些，飲料普通']",407台中市西屯區漢成六街51號
齁蛋啦厚蛋燒逢甲早午餐/咖哩/義大利麵,https://www.google.com.tw/maps/place/%E9%BD%81%E8%9B%8B%E5%95%A6%E5%8E%9A%E8%9B%8B%E7%87%92%E9%80%A2%E7%94%B2%E6%97%A9%E5%8D%88%E9%A4%90%2F%E5%92%96%E5%93%A9%2F%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5/data=!4m5!3m4!1s0x3469173eb8c44b79:0xaa881277fed8c7ef!8m2!3d24.175466!4d120.6442789?authuser=0&hl=zh-TW&rclk=1,4.8,567,"['環境很棒，餐點好吃😋 帶大型行李店員也很友善的找地方給我們擺放💯', '裝潢滿有質感的早午餐店，覺得闆闆滿用心經營的，服務、口味、擺盤都滿用心的', '東西好吃、環境舒服，解說親切 厚蛋燒中間有洋菇、玉米、花椰菜、紅蘿蔔等多種蔬菜。']",407台中市西屯區西屯路二段274號
Mini布朗,https://www.google.com.tw/maps/place/Mini%E5%B8%83%E6%9C%97/data=!4m5!3m4!1s0x34691618a93b47ab:0xf8f048162fb591ae!8m2!3d24.1774317!4d120.6427219?authuser=0&hl=zh-TW&rclk=1,4.1,537,"['大推，品質很優，出餐快，喜歡天王早餐的玉米起士蛋捲～～～', '今日餐點好吃的部分：起司蛋跟蛋煎厚吐司，飲料很大杯', '很棒的店 東西很好吃價格又不像一般早午餐店貴 最喜歡紅茶牛奶跟他們的炸物 超讚🥳']",407台中市西屯區西屯路二段284之11號
CONNECT咖啡&早午餐,https://www.google.com.tw/maps/place/CONNECT%E5%92%96%E5%95%A1%26%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m5!3m4!1s0x34693d096d14d98b:0x90216bb09f231017!8m2!3d24.164921!4d120.646139?authuser=0&hl=zh-TW&rclk=1,4.6,549,"['餐點口味不錯，分別是正港鹹酥雞(法國小姐)及歐姆森林野菇，就個人觀感價格稍高', '位置不多，建議營業前就提早前來，早餐豐富好吃，花果茶類尤其推薦!', '點了法式58度c牛排 我的雞塊跟薯條全濕了 炸物可以麻煩隔開嗎🥲']",407台中市西屯區台灣大道三段196號
易鼎活蝦 (台中店),https://www.google.com.tw/maps/place/%E6%98%93%E9%BC%8E%E6%B4%BB%E8%9D%A6+(%E5%8F%B0%E4%B8%AD%E5%BA%97)/data=!4m5!3m4!1s0x34691628b9e0acf5:0x5e93b65596df458f!8m2!3d24.1732075!4d120.656045?authuser=0&hl=zh-TW&rclk=1,4.1,3068,"['菜色很棒好吃，用餐環境佳，南洋風格建築，適合家庭親友，公司好友聚會的好餐廳', '水蓮菜過淡，鴨肉切工粗糙，蒜頭蝦很瞎，羊肉爐肉少整鍋高麗菜....不及格@@', '預約訂了鴨 結果店員送錯桌就沒了 蝦子也異常的小 還以為吃到泰國蝦米']",407台中市西屯區甘肅路二段100號
築間幸福鍋物 台中市政二店,https://www.google.com.tw/maps/place/%E7%AF%89%E9%96%93%E5%B9%B8%E7%A6%8F%E9%8D%8B%E7%89%A9+%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%94%BF%E4%BA%8C%E5%BA%97/data=!4m5!3m4!1s0x34693d8df460a05d:0x4ea7ceab77519fc8!8m2!3d24.1601359!4d120.64751?authuser=0&hl=zh-TW&rclk=1,4.4,2168,"['吃火鍋設計人又吃的豐盛，雞腿。蝦子。蛤蜊。牡蠣。鮭魚.牛肉都收編到肚子裡', '好吃的平價火鍋店，還有飲料冰淇淋吃到飽。從後面進入大樓地下室停車場，停車方便。', '推薦鮮菇鍋+胡椒豬骨湯 搭配起來湯頭👍🏻 魚片鮮蝦鍋也不錯～CP值高👍🏻']",407台中市西屯區文心路二段213號
築間幸福鍋物 台中逢甲店,https://www.google.com.tw/maps/place/%E7%AF%89%E9%96%93%E5%B9%B8%E7%A6%8F%E9%8D%8B%E7%89%A9+%E5%8F%B0%E4%B8%AD%E9%80%A2%E7%94%B2%E5%BA%97/data=!4m5!3m4!1s0x34691618b1757e97:0xa55f51a9eb6b255b!8m2!3d24.1775261!4d120.6420915?authuser=0&hl=zh-TW&rclk=1,4.3,2133,"['有雀巢檸檬茶、奶茶、明治冰淇淋、醬料區，晚餐時間通常需久候，建議先預約', '韓香雞肉、雪花豬肉肉品不佳，青菜較少，冰品、飲品無限供應，服務人員服務很好。', '至少還有一顆星部分是店家願意讓我們換到四人桌，後面補湯的速度有變快。']",407台中市西屯區逢甲路173號
吉品鐵板燒-台中逢甲福星店,https://www.google.com.tw/maps/place/%E5%90%89%E5%93%81%E9%90%B5%E6%9D%BF%E7%87%92-%E5%8F%B0%E4%B8%AD%E9%80%A2%E7%94%B2%E7%A6%8F%E6%98%9F%E5%BA%97/data=!4m5!3m4!1s0x3469162176a3baf3:0x675e6bc5b9a56240!8m2!3d24.1752724!4d120.6461383?authuser=0&hl=zh-TW&rclk=1,4.2,936,"['菜的份量十足，主餐種類豐富，物美價廉，必定再訪！', '好吃服務好，單人套餐吃的飽，價格划算 飲料、熱湯、冰沙、冰淇淋都可以吃到飽', '店內有自助汽水飲料和每日湯品，餐具都有使用消毒箱，用起來更安心。']",40743台中市西屯區福星路570號
月暮藏涮涮鍋しゃぶしゃぶ,https://www.google.com.tw/maps/place/%E6%9C%88%E6%9A%AE%E8%97%8F%E6%B6%AE%E6%B6%AE%E9%8D%8B%E3%81%97%E3%82%83%E3%81%B6%E3%81%97%E3%82%83%E3%81%B6/data=!4m5!3m4!1s0x34693d38669ea8cb:0x9aabedeac8ed903f!8m2!3d24.1601276!4d120.6307938?authuser=0&hl=zh-TW&rclk=1,4.3,1055,"['裝潢很美環境很棒，食材新鮮服務一級棒 值得一訪再訪，推薦給來台中找美食的朋友', '板牛肉.櫻桃鴨胸.月見打拋豬飯.膠原雪耳飲.煙燻鮭魚生菜沙拉.山藥細麵佐鮭魚卵', '暮森套餐能吃到三種口感牛肉牛舌，雞湯湯底清爽健康，桌邊服務很好，外觀裝潢氣派']",407台中市西屯區馬龍潭路219號
超吉大盛-逢甲店,https://www.google.com.tw/maps/place/%E8%B6%85%E5%90%89%E5%A4%A7%E7%9B%9B-%E9%80%A2%E7%94%B2%E5%BA%97/data=!4m5!3m4!1s0x34691621f103a9d7:0x671b50a7dc9e232c!8m2!3d24.1762!4d120.643855?authuser=0&hl=zh-TW&rclk=1,4.3,539,"['真滴棒！餐廳有質感 食材新鮮 服務也很不錯，值得推薦', '台中知名的連鎖店，餐點部分則份量足夠又好吃', '喜歡吃他們家的打拋豬 推推 員工服務態度不錯 送餐很迅速 讚']",407台中市西屯區西屯路二段282-5號
大麻粉圓,https://www.google.com.tw/maps/place/%E5%A4%A7%E9%BA%BB%E7%B2%89%E5%9C%93/data=!4m5!3m4!1s0x3469162190fb18dd:0x69060ff800abf774!8m2!3d24.1756096!4d120.6450082?authuser=0&hl=zh-TW&rclk=1,4.1,535,"['粉圓 芋圓 QQ的很好吃，芋泥也相當棒！老闆動作很快不會等太久', '靠近逢甲大學這間店員態度超差，跟朋友來點六碗做錯三碗還不認錯', '桂圓紅棗湯佐大麻三寶與湯圓 環境：普 餐點：普 價位：普']",407台中市西屯區文華路7號
米平方廣場,https://www.google.com.tw/maps/place/%E7%B1%B3%E5%B9%B3%E6%96%B9%E5%BB%A3%E5%A0%B4/data=!4m5!3m4!1s0x346915e45458310f:0x56694a6226f8134c!8m2!3d24.1921376!4d120.6116857?authuser=0&hl=zh-TW&rclk=1,4.1,2332,"['中科商圈新地標，環境優美，有很多優質的餐廳，宇良食的龍蝦火鍋，屋馬燒肉…', '就是吃東西，有屋馬日式燒烤、泰式、港式、義式等多樣性餐廳供餐，氣氛環境規劃尚可', '這個商場離市區比較遠在東海大學附近商場裡吃的商店比較多裡面設備很新']",407台中市西屯區國安一路168號
新光三越台中中港店,https://www.google.com.tw/maps/place/%E6%96%B0%E5%85%89%E4%B8%89%E8%B6%8A%E5%8F%B0%E4%B8%AD%E4%B8%AD%E6%B8%AF%E5%BA%97/data=!4m5!3m4!1s0x34693d8ca540c069:0x9d1c5107395b4c4d!8m2!3d24.165257!4d120.643708?authuser=0&hl=zh-TW&rclk=1,4.3,27612,"['帶小孩逛六樓兒童館，各玩具櫃位提供許多現場玩耍的東西，推薦', '2月份有韓國食品展，很棒！每個月份展覽都不同，地下室超市日本商品豐富。', '很好逛的百貨公司也有電影院及餐廳，附近有國家歌劇院，夏綠蒂公園，停車場也很多']",407台中市西屯區台灣大道三段301號
家樂福青海店Carrefour Ching Hai Store,https://www.google.com.tw/maps/place/%E5%AE%B6%E6%A8%82%E7%A6%8F%E9%9D%92%E6%B5%B7%E5%BA%97Carrefour+Ching+Hai+Store/data=!4m5!3m4!1s0x34693d8a60184d25:0x923f248139e02c96!8m2!3d24.1701622!4d120.6448135?authuser=0&hl=zh-TW&rclk=1,4.3,9321,"['24小時營業，夜貓族最佳去處，美食街東西選擇性少，用餐部份可選擇至逢甲附近商家。', '裡邊有商場、餐廳，樓上樓下有停車場，靠近逢甲商圈，購物的好地方。', '店大商品多 店員親切 停車格很多 停車便利 很多麵包或飲品能試吃 貼心服務']",407台中市西屯區青海路二段207-18號
U2電影館-逢甲館,https://www.google.com.tw/maps/place/U2%E9%9B%BB%E5%BD%B1%E9%A4%A8-%E9%80%A2%E7%94%B2%E9%A4%A8/data=!4m5!3m4!1s0x34691621c3692149:0x284bd876563070f7!8m2!3d24.175129!4d120.644033?authuser=0&hl=zh-TW&rclk=1,4.1,547,"['店員服務親切，飲料食物帶進來都沒問題 不怕臭豆腐被人嫌', '裝潢與設施相當新穎，包廂也很寬敞。跟台北幾家U2比較起來，真的舒服許多。', '這裡感受是不錯啦， 但空間與空間兩者的隔音超差， 容易被隔壁的空間開關門嚇到。']",407台中市西屯區西屯路二段273-5號2樓
隱和旅INNK Hotel,https://www.google.com.tw/maps/place/%E9%9A%B1%E5%92%8C%E6%97%85INNK+Hotel/data=!4m8!3m7!1s0x34691621b7b68ae1:0x1bf600f95b53002!5m2!4m1!1i2!8m2!3d24.1752931!4d120.6442895?authuser=0&hl=zh-TW&rclk=1,4.5,1179,[],407台中市西屯區西屯路二段272-16號
遠東百貨 Top City台中大遠百,https://www.google.com.tw/maps/place/%E9%81%A0%E6%9D%B1%E7%99%BE%E8%B2%A8+Top+City%E5%8F%B0%E4%B8%AD%E5%A4%A7%E9%81%A0%E7%99%BE/data=!4m5!3m4!1s0x34693d8c96a1a1b9:0x1c1b01edf059737c!8m2!3d24.164547!4d120.6445855?authuser=0&hl=zh-TW&rclk=1,4.2,23606,"['美食街很漂亮！有日式風格、美式風格、還有傳統台灣小吃等特色美食。', '寬敞舒適購物處，但部分店面櫃區動線規劃扣分。品牌櫃與新光三越有所區隔', '建議每層電梯外都可以放每個樓層的商品介紹 這樣顧客如果帶小孩來消費比較方便']",407台中市西屯區台灣大道三段251號
東海大學,https://www.google.com.tw/maps/place/%E6%9D%B1%E6%B5%B7%E5%A4%A7%E5%AD%B8/data=!4m5!3m4!1s0x34693e1c3a406707:0xd43d01bc4fb2806a!8m2!3d24.1824689!4d120.6025474?authuser=0&hl=zh-TW&rclk=1,4.5,2491,"['可以看牛有草原可野餐也有商店可買到牛奶及牛奶麵包還有牛奶冰手工水餃新鮮水', '美麗有特色的教堂，日式有風味的校舍，漫步在樹林校園裡，處處是風景！', '建築很美，有大片草坪讓小孩奔跑，適合全家大小一起來這邊野餐，記得把垃圾帶走']",407224台中市西屯區台灣大道四段1727號
逢甲大學,https://www.google.com.tw/maps/place/%E9%80%A2%E7%94%B2%E5%A4%A7%E5%AD%B8/data=!4m5!3m4!1s0x34691623a7988aa7:0x73dd146c41c3035a!8m2!3d24.1786547!4d120.6467411?authuser=0&hl=zh-TW&rclk=1,4.4,1531,"['校園環境很不錯，有開放讓民眾運動，學校外面也有逢甲夜市商圈，方便吃夜市小吃!', '校園雖小，但樹木與花草的規劃用心，有效減少密集建築的壓力感', '優質學習空間與校園環境 學生人潮眾多 設備良好 園區開放參觀']",407台中市西屯區文華路100號
短腿丫鹿餅乾 逢甲店,https://www.google.com.tw/maps/place/%E7%9F%AD%E8%85%BF%E4%B8%AB%E9%B9%BF%E9%A4%85%E4%B9%BE+%E9%80%A2%E7%94%B2%E5%BA%97/data=!4m5!3m4!1s0x346916217050bcff:0xca9a0848b6c87446!8m2!3d24.175368!4d120.6464411?authuser=0&hl=zh-TW&rclk=1,4.2,1527,"['餅乾好吃，排隊不用排太久，店員很專業的介紹可惜一個分店只有一種口味', '手工包裝，所以排隊消化的速度要一陣子，依現場排隊的狀況而定', '值得排隊的伴手禮，購買的前台服務很好，根本沒有網路說的飢餓行銷的感受']",407台中市西屯區福星路593號
屋馬燒肉國安店,https://www.google.com.tw/maps/place/%E5%B1%8B%E9%A6%AC%E7%87%92%E8%82%89%E5%9C%8B%E5%AE%89%E5%BA%97/data=!4m5!3m4!1s0x346915e562d64d3b:0x221ad56de53b5cb7!8m2!3d24.1921753!4d120.6117706?authuser=0&hl=zh-TW&rclk=1,4.4,9142,"['部分店員服務還不錯 整體規劃好像有點問題 送餐點餐速度都比其他分店慢', '燒肉品質很好。服務態度極佳。東西好之外也感受到人員的專業性。餐廳環境很棒。', '料很扯！溫泉海鮮豆腐鍋，白菜五片、薄片水果玉米？其他空虛配料不多說']",407台中市西屯區國安一路168號B1-2
巴士底家串燒,https://www.google.com.tw/maps/place/%E5%B7%B4%E5%A3%AB%E5%BA%95%E5%AE%B6%E4%B8%B2%E7%87%92/data=!4m5!3m4!1s0x34691626ded81cdb:0xd1ec7315db7a056b!8m2!3d24.17287!4d120.6496416?authuser=0&hl=zh-TW&rclk=1,4.7,1245,"['地點不錯適合跟朋友一起聚會聊天 燒烤炸物口味也不錯 缺點是餐點速度有點慢', '食物上來不夠熱、紅茶也很難喝、鹽烤吳郭魚完全沒有味道、只有牛肉泡菜好吃', '菜色好吃😋 裝潢可愛 服務態度好 很推薦與好友聚餐的地方！']",407台中市西屯區福星路693-1號
Valley暖谷莊園-餐館/外燴/真空調理包,https://www.google.com.tw/maps/place/Valley%E6%9A%96%E8%B0%B7%E8%8E%8A%E5%9C%92-%E9%A4%90%E9%A4%A8%2F%E5%A4%96%E7%87%B4%2F%E7%9C%9F%E7%A9%BA%E8%AA%BF%E7%90%86%E5%8C%85/data=!4m5!3m4!1s0x346915811684c219:0xd07cc97550b7b19c!8m2!3d24.1867123!4d120.6122448?authuser=0&hl=zh-TW&rclk=1,4.6,1452,"['用餐環境氣氛好,主餐餐點選項多 甜點很美 建議提供茶類選項擇', '裝潢漂亮，點心芒果蛋糕比較優，一個人花五六百吃不飽，菜多肉少CP值低', '廚師換新人沒有注意品質，沙拉酸掉，牛排外冷內熱。']",40764台中市西屯區福科路637號
夏樂 中科店,https://www.google.com.tw/maps/place/%E5%A4%8F%E6%A8%82+%E4%B8%AD%E7%A7%91%E5%BA%97/data=!4m5!3m4!1s0x346915e5bb619f4b:0x8170ec1ffc628745!8m2!3d24.1930668!4d120.6104825?authuser=0&hl=zh-TW&rclk=1,4.3,1229,"['，餐點選擇豐富，個人不吃牛肉，選擇戰斧豬排，肉質不柴，飲料好喝，值得推薦！', '義大利麵味道很棒 而且份量剛好 早午餐的部分嫩肩牛排很好吃～', '美食＋浪漫的燈光氣氛和舒服的音樂，休閒放鬆研讀的好地方']",407台中市西屯區國安一路208巷10號
